,bath,bed,isVavcantLand,price,sqft,zpid,address
157,2.0,4.0,False,829000,3580.0,2101297174,16646-SE-42nd-Ln-L-1-Bellevue-WA-98006
158,4.0,4.0,False,10200000,3235.0,48979938,6327-121st-Pl-SE-Bellevue-WA-98006
159,1.5,4.0,False,420000,1550.0,48966657,9201-SE-Shoreland-Dr-Bellevue-WA-98004
161,2.0,3.0,False,557000,1760.0,72498875,11058-NE-33rd-Pl-B9-Bellevue-WA-98004
162,1.0,2.0,False,289000,842.0,48753651,1020-144th-Pl-SE-Bellevue-WA-98007
163,3.0,4.0,False,899000,3058.0,48885482,661-W-Lake-Sammamish-Pkwy-NE-Bellevue-WA-98008
164,3.75,6.0,False,930000,5120.0,49005474,2321-153rd-Ave-SE-Bellevue-WA-98007
165,1.0,3.0,False,598000,1600.0,49095057,13641-Main-St-Bellevue-WA-98005
166,4.0,5.0,False,16000000,4995.0,48979194,5309-125th-Ave-SE-Bellevue-WA-98006
167,4.0,4.0,False,708000,2840.0,68480504,650-Bellevue-Way-NE-UNIT-2007-Bellevue-WA-98004
168,1.75,2.0,False,285000,1115.0,48885505,246-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008
169,11.0,6.0,False,26900000,5965.0,2101332423,3029-127th-Pl-SE-APT-J11-Bellevue-WA-98005
170,1.0,1.0,False,165000,526.0,48702584,13818-NE-48TH-Pl-Bellevue-WA-98005
171,3.0,3.0,False,11400000,2980.0,49062772,4200-Factoria-Blvd-SE-APT-B8-Bellevue-WA-98006
172,1.0,2.0,False,,1041.0,49080709,9803-NE-30th-St-Bellevue-WA-98004
173,2.0,3.0,False,13800000,2350.0,48913612,15703-SE-4th-St-Bellevue-WA-98008
174,1.75,4.0,False,657000,2840.0,49035067,16639-SE-14th-St-Bellevue-WA-98008
175,3.0,4.0,False,550000,2110.0,49128995,3401-169th-Ave-NE-Bellevue-WA-98008
176,2.25,4.0,False,629000,2010.0,2101350621,111-108th-Ave-NE-UNIT-A303-Bellevue-WA-98004
177,1.0,1.0,False,315000,642.0,49000224,10020-NE-28th-Pl-Bellevue-WA-98004
178,4.0,5.0,False,25000000,4322.0,2101352702,500-106th-Ave-NE-UNIT-1705-Bellevue-WA-98004
179,1.75,2.0,False,850000,1570.0,48784529,3765-148th-Ave-SE-Bellevue-WA-98006
180,1.0,3.0,False,440000,1280.0,49113403,1028-Belfair-Rd-Bellevue-WA-98004
181,4.5,4.0,False,30000000,4180.0,48931595,16356-SE-40th-St-Bellevue-WA-98006
182,1.75,4.0,False,475000,2040.0,48788070,2804-140th-Ave-NE-Bellevue-WA-98005
183,3.0,5.0,False,15000000,4380.0,48980131,5721-122nd-Pl-SE-APT-208-Bellevue-WA-98006
184,1.0,1.0,False,168000,762.0,48685233,15875-NE-25th-Pl-Bellevue-WA-98008
185,2.75,4.0,False,10700000,3020.0,2123477342,14640-NE-32nd-St-APT-D4-Bellevue-WA-98007
186,1.5,2.0,False,249000,1000.0,48963018,2500-118th-Ave-SE-APT-16-203-Bellevue-WA-98005
187,2.0,2.0,False,242000,885.0,48914749,236-Northup-Way-Bellevue-WA-98008
188,4.0,3.0,False,948000,2900.0,48811514,17050-Northup-Way-APT-36-Bellevue-WA-98008
189,3.0,3.0,False,388000,1848.0,2101379175,500-106th-Ave-NE-UNIT-1501-Bellevue-WA-98004
190,3.0,2.0,False,999000,1857.0,48710073,624-129th-Pl-NE-Bellevue-WA-98005
191,2.5,5.0,False,925000,2960.0,48813310,5605-142nd-Ave-SE-Bellevue-WA-98006
193,,,False,11200000,,48724511,13545-NE-54th-Pl-Bellevue-WA-98005
194,3.5,4.0,False,11900000,3170.0,2101388900,3905-108th-Ave-NE-Bellevue-WA-98004
195,1.5,2.0,False,280000,1054.0,2101390915,5723-122nd-Ave-SE-APT-155-Bellevue-WA-98006
196,2.0,3.0,False,285000,1038.0,48845838,2680-139th-Ave-SE-APT-54-Bellevue-WA-98005
197,2.5,2.0,False,375000,1100.0,48713682,2612-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008
198,2.5,3.0,False,935000,2680.0,48845835,2680-139th-Ave-SE-APT-58-Bellevue-WA-98005
199,2.5,3.0,False,535000,2017.0,2137316006,5912-123rd-Ave-SE-Bellevue-WA-98006
200,2.0,3.0,False,240000,1105.0,48753707,14615-SE-8th-St-Bellevue-WA-98007
201,2.5,3.0,False,635000,2230.0,80110699,118-107th-Ave-NE-UNIT-B212-Bellevue-WA-98004
204,1.75,4.0,False,609000,1880.0,48966626,424-102nd-Ave-SE-APT-205-Bellevue-WA-98004
205,1.75,2.0,False,435000,1077.0,48683692,4121-145th-Ave-NE-4-Bellevue-WA-98007
206,2.5,2.0,False,315000,1308.0,48702757,17428-NE-12th-St-Bellevue-WA-98008
207,1.75,3.0,False,580000,1840.0,49068885,3012-163rd-Pl-SE-Bellevue-WA-98008
208,2.25,3.0,False,555000,2000.0,48740739,12840-SE-40th-Ct-APT-B3-Bellevue-WA-98006
209,2.0,2.0,False,271000,1061.0,2101418804,901-144th-Ave-NE-A2-Bellevue-WA-98007
210,1.5,2.0,False,310000,991.0,48691584,15-Enatai-Dr-Bellevue-WA-98004
211,3.0,3.0,False,34000000,3300.0,84759412,6800-132nd-Pl-SE-UNIT-E108-Newcastle-WA-98059
212,3.0,3.0,False,350000,1323.0,49031488,2118-108th-Ave-SE-Bellevue-WA-98004
213,4.0,4.0,False,19500000,4324.0,2101428144,4210-Factoria-Blvd-SE-APT-A10-Bellevue-WA-98006
214,1.0,1.0,False,228000,900.0,48718031,1231-112th-Ave-NE-Bellevue-WA-98004
215,,3.0,True,36000000,1760.0,48742086,3018-127th-Ave-NE-Bellevue-WA-98005
218,1.75,3.0,False,674000,2010.0,49014113,3220-113th-Ave-SE-Bellevue-WA-98004
219,4.0,4.0,False,13400000,3180.0,48912840,16422-SE-8th-St-Bellevue-WA-98008
220,2.0,3.0,False,450000,1250.0,48784997,14909-SE-45th-Pl-Bellevue-WA-98006
221,2.0,4.0,False,798000,3214.0,49141900,12115-SE-9th-Pl-Bellevue-WA-98005
222,1.75,3.0,False,695000,1940.0,72499573,430-Bellevue-Way-SE-APT-101-Bellevue-WA-98004
223,1.5,2.0,False,380000,857.0,2101457699,14633-Ne-31st-St-9B-Bellevue-WA-98007
224,,,False,270000,,48858484,1373-164th-Pl-NE-Bellevue-WA-98008
225,3.0,4.0,False,679000,2650.0,48663010,2007-168th-Ave-NE-Bellevue-WA-98008
226,4.0,4.0,False,529000,2130.0,49080775,9857-NE-27th-St-Bellevue-WA-98004
227,3.1,4.0,False,23000000,4170.0,80127718,13835-SE-10th-St-Bellevue-WA-98005
228,2.5,3.0,False,14500000,3910.0,48797894,6320-168TH-Pl-SE-Bellevue-WA-98006
229,11.0,6.0,False,25900000,6445.0,49055529,2403-161st-Ave-NE-Bellevue-WA-98008
230,1.5,3.0,False,530000,1940.0,58385938,2628-139th-Ave-SE-APT-13-Bellevue-WA-98005
232,,,False,804000,,2101483917,0-42nd-Pl-L-14-Bellevue-WA-98027
233,,,True,465000,,2101483918,0-42nd-Pl-L-13-Bellevue-WA-98027
234,,,True,475000,,2101483919,0-42nd-Pl-L-15-Bellevue-WA-98027
235,,,True,435000,,48966650,9232-SE-Shoreland-Dr-Bellevue-WA-98004
236,3.0,3.0,False,35000000,2450.0,58374881,1100-106th-Ave-NE-APT-801-Bellevue-WA-98004
237,1.0,,False,265000,485.0,82366465,3911-Lake-Washington-Blvd-SE-E-13-Bellevue-WA-98006
238,,,False,120000,32.0,82366047,3911-Lake-Washington-Blvd-SE-B-49-Bellevue-WA-98006
239,,,False,60000,27.0,82366295,3911-Lake-Washington-Blvd-SE-B-30-Bellevue-WA-98006
240,1.0,1.0,False,165000,652.0,72498692,11056-NE-33rd-Pl-APT-C3-Bellevue-WA-98004
241,1.0,2.0,False,375000,852.0,48927668,4152-178th-Ln-SE-APT-4-Bellevue-WA-98008
242,2.5,2.0,False,369000,1122.0,2126106305,1744-157th-Ave-NE-Bellevue-WA-98008
243,2.0,2.0,False,290000,1074.0,2101525160,14633-NE-31st-St-APT-B9-Bellevue-WA-98007
244,1.0,2.0,False,270000,934.0,48660027,1905-156th-Ave-SE-Bellevue-WA-98007
245,2.1,4.0,False,39500000,2720.0,49031509,1922-109th-Ave-SE-Bellevue-WA-98004
246,2.75,3.0,False,729000,2060.0,48727760,10711-NE-19th-Pl-Bellevue-WA-98004
247,3.25,4.0,False,15900000,2670.0,48659971,1911-156th-Ave-SE-Bellevue-WA-98007
248,,5.0,True,39500000,2190.0,2101544620,500-106th-Ave-NE-UNIT-1301-Bellevue-WA-98004
249,2.5,2.0,False,935000,1857.0,48794121,10605-SE-30th-St-Bellevue-WA-98004
250,4.0,4.0,False,22900000,4780.0,49080663,9825-NE-32nd-St-Bellevue-WA-98004
251,3.0,4.0,False,16800000,3820.0,49145676,11289-NE-37th-Pl-Bellevue-WA-98004
252,3.5,4.0,False,12900000,3240.0,2101556436,1019-156th-Ave-NE-APT-B5-Bellevue-WA-98007
253,1.5,2.0,False,230000,1024.0,49037119,1074-W-Lake-Sammamish-Pkwy-NE-Bellevue-WA-98008
254,2.5,3.0,False,975000,2460.0,49080752,9836-NE-28th-St-Bellevue-WA-98004
255,3.75,6.0,False,24800000,4719.0,48940456,2387-140th-Way-SE-Bellevue-WA-98007
256,4.0,4.0,False,891000,3390.0,48709316,1692-118th-Ave-SE-APT-A103-Bellevue-WA-98005
257,2.0,2.0,False,272000,1134.0,2101591401,333-101st-Ave-SE-Bellevue-WA-98004
258,1.75,2.0,False,685000,1560.0,2108648497,14650-NE-50th-Pl-APT-H4-Bellevue-WA-98007
259,1.75,2.0,False,233000,1056.0,48924204,6265-160th-Ave-SE-Bellevue-WA-98006
260,4.0,5.0,False,16400000,5010.0,48858539,1633-168th-Ave-NE-Bellevue-WA-98008
261,1.0,3.0,False,450000,1100.0,48913471,16246-NE-1st-St-Bellevue-WA-98008
262,1.5,3.0,False,520000,1.0,48914019,615-171st-Pl-NE-Bellevue-WA-98008
263,3.0,4.0,False,,1780.0,48923609,6053-167th-Ave-SE-Bellevue-WA-98006
264,4.5,5.0,False,22700000,6900.0,49069121,1820-154th-Ave-SE-Bellevue-WA-98007
265,1.5,3.0,False,589000,1250.0,49035081,16636-SE-15th-St-Bellevue-WA-98008
266,3.5,5.0,False,780000,3340.0,2101633729,178-Xx-Se-63rd-Pl-Bellevue-WA-98006
267,,0.0,True,27900000,,80127792,111-108th-Ave-NE-UNIT-A302-Bellevue-WA-98004
269,3.5,5.0,False,17700000,6050.0,49080163,15249-SE-59th-St-Bellevue-WA-98006
270,3.1,5.0,False,15000000,4695.0,48943757,17304-NE-18th-Pl-Bellevue-WA-98008
271,2.0,3.0,False,550000,1570.0,48775139,10222-NE-26th-St-Bellevue-WA-98004
272,5.0,5.0,False,29700000,5365.0,2101653883,670-156th-Ave-NE-Bellevue-WA-98007
273,1.5,2.0,False,290000,1047.0,49128658,13606-SE-53rd-Pl-Bellevue-WA-98006
274,3.0,4.0,False,848000,3700.0,2101658047,12533-SE-30th-St-Bellevue-WA-98005
275,1.5,2.0,False,300000,1003.0,49113505,9300-Vineyard-Crst-Bellevue-WA-98004
276,2.0,3.0,False,15800000,1710.0,48683504,952-100th-Ave-NE-41-Bellevue-WA-98004
277,1.0,1.0,False,330000,650.0,49059588,13725-SE-23rd-Ln-Bellevue-WA-98005
279,1.0,3.0,False,480000,1230.0,48661536,2629-106th-Ave-NE-Bellevue-WA-98004
280,2.5,4.0,False,16500000,2750.0,48854734,12926-SE-5th-Pl-Bellevue-WA-98005
281,4.0,3.0,False,795000,2420.0,49015851,4420-146th-Pl-NE-APT-P3-Bellevue-WA-98007
282,1.0,1.0,False,165000,803.0,2101700420,16711-SE-43rd-St-Bellevue-WA-98006
283,,0.0,True,789000,,48894469,12427-NE-7th-Pl-Bellevue-WA-98005
284,2.0,3.0,False,525000,1317.0,49088252,14915-SE-47th-Ct-Bellevue-WA-98006
285,2.5,4.0,False,608000,2230.0,48979113,12247-SE-55th-Pl-Bellevue-WA-98006
